halo_mvir,halo_mstar,halo_vpeculiar,num_subhalos,log_num_subhalos,inv_wdm_mass,log_sn1,log_sn2,log_agn1,center_subhalo_vpeculiar,center_subhalo_mvir,center_subhalo_mstar,center_subhalo_vmax_tilde
11.918311460933298,10.783019144893817,378.6695251464844,6.0,0.7781512503836436,0.3239517620454232,0.9971338242462652,0.7019969442672167,-1.0065570531932897,0.8951542377471924,11.944206237792969,10.782991409301758,2.649541139602661
11.922721839756914,9.430021583388728,329.0650939941406,11.0,1.0413926851582251,0.43754894648575116,1.1296799831947553,1.0490409879935574,-1.42785582062823,2.2863590717315674,11.993817329406738,9.422654151916504,0.656922459602356
11.790774815215743,10.686297095862964,448.5212707519531,4.0,0.6020599913279624,0.04734504573668043,0.5248012160783176,0.7224504872538435,-1.419926242994454,2.274592161178589,11.799111366271973,10.686202049255371,1.3750237226486206
11.957418363683463,10.316776724362667,407.208740234375,13.0,1.1139433523068367,0.11362378972892961,0.8603135658401606,0.890609527582902,-1.518363260035863,1.172972321510315,11.965662002563477,10.312596321105957,0.7934508919715881
11.981320869215198,10.800240034851432,272.6817626953125,10.0,1.0,0.4805376042922338,0.4441951083604752,0.953969826209476,-0.6294847389126493,2.4651052951812744,11.987420082092285,10.776754379272461,2.7808127403259277
11.7795228470883,10.689578612781373,311.787841796875,16.0,1.2041199826559248,0.0633447588628365,0.2303333177733287,0.9502708278059726,-0.9948748147689055,23.683218002319336,11.854511260986328,10.616188049316406,2.7704129219055176
11.948324464996118,10.907074965133404,356.7534484863281,7.0,0.8450980400142568,0.3593631718307734,0.16674431086482522,0.7818443199737545,-0.4174104389411187,9.07288932800293,11.949498176574707,10.764593124389648,2.955932855606079
11.674308676924118,9.293924477203683,522.3124389648438,8.0,0.9030899869919435,0.14657263512619667,1.088663070550075,1.0392899994680231,-0.5911338248411301,44.257747650146484,11.81872272491455,9.18432903289795,0.8838709592819214
11.931441349913424,10.8249421828936,751.2088623046875,14.0,1.146128035678238,0.2497086738443209,0.5382514839240979,0.5707737960806488,-1.4931170099598126,1.5261969566345215,11.95279312133789,10.8236665725708,2.605973720550537
11.943679219649535,10.696752240046122,189.9579620361328,22.0,1.3424226808222062,0.2989391601023575,0.3433992754843593,0.8213599658851375,-0.5429742199265711,2.1382291316986084,11.989974021911621,10.694233894348145,2.7370522022247314
11.97121254253314,9.848668668565487,130.9428253173828,13.0,1.1139433523068367,0.3894163662153814,0.7317737383044604,1.0645654452603879,-1.5477933853917607,22.24616050720215,11.961041450500488,9.769026756286621,0.43857693672180176
11.977821357142284,9.557621560091006,204.86764526367188,11.0,1.0413926851582251,0.39931399059585404,0.9837337861083512,1.1008491603081236,-1.5197552916489585,0.8086852431297302,12.024603843688965,9.555949211120605,0.623731791973114
11.941532290655836,10.339413896618096,194.76580810546875,21.0,1.3222192947339193,0.13920088378298615,0.7486144727420706,0.9249824615255816,-0.6519986817286058,7.183143138885498,11.957174301147461,10.321785926818848,0.9489840865135193
12.043169338087502,10.626199840256774,286.08624267578125,21.0,1.3222192947339193,0.2113364071171317,1.0759386052176696,0.692461251230396,-1.151619098194541,3.6605677604675293,12.085541725158691,10.623867988586426,0.8969933390617371
11.92737485921874,10.52415337219854,268.79547119140625,13.0,1.1139433523068367,0.32455352906965546,0.7389104477766462,0.9038876540223346,-0.8086313924254561,1.6293103694915771,11.980984687805176,10.523112297058105,2.5309760570526123
11.971174657771213,10.889683351127575,790.2916870117188,7.0,0.8450980400142568,0.45418810668504905,0.829573959143665,0.6801320626690912,-0.9875193704002228,1.5488684177398682,11.984391212463379,10.889663696289062,2.8532567024230957
11.92421648462756,10.824846136332873,326.8249816894531,20.0,1.3010299956639813,0.082666952152633,0.7091700086661445,0.7011157947951513,-1.2562499099989695,40.81473922729492,11.936539649963379,10.735625267028809,1.1095118522644043
11.977828819276741,10.713303529436425,112.37074279785156,17.0,1.2304489213782739,0.27830122477478453,0.3377716810321913,0.9376991251103677,-1.3689113610576598,5.524989128112793,12.006546020507812,10.690364837646484,1.254758596420288
11.902971226641684,10.814622826498464,553.115234375,9.0,0.9542425094393249,0.5382466876154973,0.7060878428726187,0.635635570586119,-1.4308553464353284,4.98572301864624,11.948263168334961,10.806912422180176,2.928241491317749
11.886488057228643,10.66223136577358,317.6324462890625,6.0,0.7781512503836436,0.4355926358347966,0.40450679733767947,0.878824057021643,-1.222198021279033,1.423284649848938,11.946710586547852,10.653202056884766,2.446993827819824
11.886492489448921,9.972903495394307,442.966552734375,13.0,1.1139433523068367,0.3589488999400702,0.8201946335614866,0.9951847632899609,-0.5634052060276881,26.502565383911133,11.926715850830078,9.91267204284668,0.7278635501861572
11.92844576144306,10.489670895502313,489.70574951171875,7.0,0.8450980400142568,0.4413935225043032,0.037274337155016164,1.142617847648853,-0.9385046336139501,1.5670931339263916,11.94517993927002,10.457794189453125,2.7963173389434814
11.71903096600821,9.082633475273267,608.28125,6.0,0.7781512503836436,0.5244424012696578,1.108969595394968,1.1054270541212063,-1.104901981128616,8.357625007629395,11.837767601013184,8.832571029663086,0.2527906000614166
11.926489255854555,10.819748176433231,339.1537170410156,20.0,1.3010299956639813,0.16097103517709507,0.4988437240596977,0.5888500163702769,-1.3615506852454462,11.854475975036621,11.938383102416992,10.816482543945312,2.698457956314087
